route_id,timestamp,origin,destination,weather,traffic_density,vehicle_type,package_weight_kg,driver_experience_years,baseline_duration_mins,actual_duration_mins
ROUTE_00019,2026/01/09 18:12:00,Warehouse_A,Metro_Hub_West,snowy,medium,electric,54.673677143843314,21.0,205.7167263387125,306.98824828764185
ROUTE_00020,2026/03/23 23:50:00,Warehouse_B,Distribution_Center_South,rainy,jam,van,38.49135112277482,-1.0,291.3228348140675,723.225289654311
ROUTE_00021,2026/04/10 06:03:00,Warehouse_B,Warehouse_C,rainy,medium,van,75.36308289307364,9.0,263.002177379679,380.97244076470895
ROUTE_00022,26/02/2026 20:54,Distribution_Center_South,Warehouse_C,,high,van,21.04179397498481,15.0,151.1845571587751,
ROUTE_00023,2026-02-23 14:24:00,Distribution_Center_South,Warehouse_B,sunny,high,truck,38.596634581550084,3.0,46.97152161754286,76.93018573609044
ROUTE_00024,10/03/2026 13:16,Warehouse_A,Warehouse_C,sunny,low,van,47.131611978774544,,158.53586776553917,157.14628452085788
ROUTE_00025,2026-03-13 10:22:00,Distribution_Center_South,Warehouse_C,stormy,low,van,57.448048184959134,17.0,216.09588538974623,368.07612469433275
ROUTE_00026,2026-04-23 07:14:00,Warehouse_B,Distribution_Center_North,snowy,medium,van,95.29523556019656,21.0,194.08164822129123,333.86919395580156
ROUTE_00027,2026/03/22 21:26:00,Metro_Hub_East,Distribution_Center_North,sunny,high,electric,27.96248494821137,8.0,175.29700828193893,210.64218392683932
ROUTE_00028,2026/01/18 04:17:00,Metro_Hub_East,Warehouse_B,stormy,jam,truck,64.13696041756533,21.0,156.58111866411514,552.2126114992279
ROUTE_00029,2026/02/11 06:16:00,Metro_Hub_East,Warehouse_A,rainy,low,electric,73.12767541913489,11.0,109.31570571739431,135.78784599700103
ROUTE_00030,2026/03/03 21:19:00,Distribution_Center_South,Metro_Hub_East,stormy,jam,truck,10.34179746279974,6.0,104.8836256656499,390.22089775124505
ROUTE_00031,2026/03/29 10:28:00,Distribution_Center_North,Metro_Hub_East,snowy,high,electric,74.86765796866541,8.0,165.0624993099665,347.9189860281098
ROUTE_00032,2026/02/12 06:28:00,Warehouse_B,Metro_Hub_East,sunny,high,electric,24.610274224038527,10.0,73.36284953600523,99.18998920958764
ROUTE_00033,04/04/2026 07:31,Distribution_Center_North,Warehouse_B,sunny,high,van,12.480933193307145,24.0,121.98506436519642,148.80258892271272
ROUTE_00034,21/02/2026 09:48,Distribution_Center_South,Metro_Hub_West,sunny,medium,van,114.12183678413332,3.0,117.47440417172689,149.3318372484859
ROUTE_00035,18/01/2026 16:55,Warehouse_C,Distribution_Center_North,snowy,low,truck,116.04768380357433,23.0,188.52585642773425,313.83575028573057
ROUTE_00036,2026/01/08 10:31:00,Metro_Hub_West,Distribution_Center_North,stormy,low,van,97.96569503339303,14.0,48.004221098016636,92.30723007503552
ROUTE_00037,07/03/2026 10:38,Metro_Hub_West,Distribution_Center_North,sunny,medium,van,40.03058345493763,23.0,254.01054367157568,276.7366536254215
ROUTE_00038,2026/03/20 08:57:00,Warehouse_A,Metro_Hub_East,snowy,,electric,16.232293110734147,-1.0,181.84216270378857,270.14131344787995
ROUTE_00039,2026/01/16 09:52:00,Metro_Hub_West,Distribution_Center_North,rainy,low,truck,83.68679804889804,10.0,211.12320380950254,314.0130515100557
ROUTE_00040,31/05/2026 12:20,Metro_Hub_West,Warehouse_A,rainy,high,electric,55.61753678005415,12.0,219.83535401504685,343.87373732286574
ROUTE_00041,2026/05/11 14:57:00,Warehouse_B,Warehouse_A,stormy,jam,electric,19.034397007149565,6.0,108.70071694748485,340.3304381958319
ROUTE_00042,27/03/2026 03:41,Metro_Hub_East,Warehouse_C,sunny,jam,van,61.945344662796074,999.0,157.00032319391397,330.17174252992106
ROUTE_00043,2026-02-02 22:33:00,Distribution_Center_North,Distribution_Center_South,stormy,medium,truck,8.954679928250115,23.0,288.1864080848101,567.7726379398058
ROUTE_00044,23/05/2026 23:30,Warehouse_C,Warehouse_B,stormy,low,electric,109.57184623905994,14.0,237.01041425914002,449.73704559426767
ROUTE_00045,2026-04-08 18:16:00,Warehouse_C,Distribution_Center_South,rainy,low,electric,34.759697884001945,,291.78035631026006,389.6362466620493
ROUTE_00046,04/02/2026 15:19,Warehouse_B,Warehouse_C,stormy,low,van,81.19006270070793,9.0,231.48867318949783,432.7618912801186
ROUTE_00047,2026-02-01 17:22:00,Warehouse_B,Metro_Hub_West,stormy,medium,truck,,-1.0,77.4120377212997,180.29775271000224
ROUTE_00048,2026/02/19 22:17:00,Metro_Hub_West,Distribution_Center_South,snowy,high,truck,64.80782243544824,17.0,47.424688638062584,108.71044705356275
ROUTE_00049,2026/01/02 12:34:00,Warehouse_C,Warehouse_B,snowy,low,truck,,17.0,185.96858791430918,262.4638213947135
ROUTE_00050,11/02/2026 21:52,Warehouse_A,Metro_Hub_West,sunny,high,electric,26.25826238543561,3.0,126.60958551970458,177.89242211129837
ROUTE_00051,2026/04/21 18:11:00,Warehouse_A,Metro_Hub_East,rainy,medium,van,116.50223219292424,,104.37363573730596,178.32699099259563
ROUTE_00052,28/02/2026 05:24,Distribution_Center_North,Warehouse_A,snowy,low,electric,94.14027468652817,1.0,247.94696903486272,422.19635310119713
ROUTE_00053,03/04/2026 20:11,Warehouse_A,Distribution_Center_South,sunny,high,electric,113.04237827988175,-1.0,129.08818211212576,214.89570728327445
ROUTE_00054,2026/04/05 16:21:00,Warehouse_C,Metro_Hub_West,snowy,,electric,107.90514529917961,-1.0,115.59026182826206,205.9281120017999
ROUTE_00055,08/03/2026 08:14,Metro_Hub_West,Warehouse_C,stormy,low,truck,73.75849756327479,4.0,259.4966501556328,571.8573238910477
ROUTE_00056,2026/05/31 04:32:00,Warehouse_C,Distribution_Center_South,snowy,jam,truck,111.01553702765844,10.0,258.49758085134425,934.0677801858043
ROUTE_00057,06/03/2026 03:28,Distribution_Center_South,Metro_Hub_East,sunny,jam,electric,15.176637735970742,,126.21899219386529,233.3790927659105
ROUTE_00058,02/04/2026 18:15,Warehouse_C,Distribution_Center_South,rainy,high,electric,27.538029178201697,2.0,254.77464926621087,446.14782399882756
ROUTE_00059,2026-03-19 04:10:00,Metro_Hub_West,Warehouse_C,snowy,high,van,10.201138224711878,10.0,259.7101923898183,497.35151161714856
ROUTE_00060,14/01/2026 02:16,Warehouse_A,Metro_Hub_East,sunny,high,van,42.4129880377754,21.0,144.4612444580099,175.42684745862647
ROUTE_00061,09/01/2026 18:16,Metro_Hub_East,Distribution_Center_South,sunny,jam,electric,49.69788831429043,22.0,47.94774515647632,76.18071108615037
ROUTE_00062,2026/05/07 20:22:00,Distribution_Center_North,Warehouse_C,sunny,medium,electric,36.205138653998034,4.0,30.427854005911826,35.9645003493789
ROUTE_00063,2026/02/22 03:42:00,Distribution_Center_South,Distribution_Center_North,sunny,low,van,100.30481355247187,,171.28896498002865,198.75284687319535
ROUTE_00064,2026/01/03 10:35:00,Warehouse_A,Distribution_Center_North,stormy,high,truck,46.02663256976277,5.0,122.90038320999604,366.3157826008572
ROUTE_00065,2026/04/30 20:49:00,Distribution_Center_North,Warehouse_B,stormy,low,van,37.30746861404879,,299.22561142275885,570.9174400432958
ROUTE_00066,12/02/2026 22:03,Warehouse_A,Warehouse_B,stormy,low,van,67.41004956319858,2.0,238.55096989936675,484.248364946553
ROUTE_00067,04/03/2026 00:34,Distribution_Center_South,Warehouse_C,snowy,low,van,21.206285872097705,12.0,235.54437321461137,340.4831186315283
ROUTE_00068,2026-02-08 00:28:00,Warehouse_C,Metro_Hub_East,stormy,,truck,97.25265278671456,17.0,287.9155474375828,573.7226605860449
ROUTE_00069,2026-04-02 06:33:00,Metro_Hub_West,Warehouse_B,sunny,,electric,13.573324023173644,10.0,269.6855874311966,223.3502320507148
ROUTE_00070,12/03/2026 04:41,Metro_Hub_East,Warehouse_A,sunny,jam,van,118.49199770905949,2.0,115.91061945322495,269.7019232891142
ROUTE_00071,2026/02/27 08:08:00,Distribution_Center_South,Warehouse_C,rainy,low,van,93.80814846911561,6.0,74.81654983304662,100.46895834022159
ROUTE_00072,2026/05/01 06:15:00,Metro_Hub_West,Warehouse_A,snowy,high,truck,27.852303376429827,8.0,231.3909115676802,533.9402491039566
ROUTE_00073,2026-03-23 17:17:00,Warehouse_C,Distribution_Center_South,snowy,low,van,5.635043469214276,19.0,132.13395129437572,161.07824303382623
ROUTE_00074,2026/03/13 09:09:00,Distribution_Center_South,Metro_Hub_East,stormy,jam,truck,98.77806427230593,11.0,157.75661594035824,645.3681422474211
ROUTE_00075,2026-03-09 01:48:00,Warehouse_B,Distribution_Center_North,sunny,low,electric,86.28859454247596,12.0,200.20738744420325,199.790437122064
ROUTE_00076,2026/03/20 06:27:00,Metro_Hub_East,Distribution_Center_South,rainy,high,van,,9.0,275.125622772515,395.40133196589295
ROUTE_00077,2026/05/15 20:44:00,Warehouse_A,Warehouse_C,sunny,medium,truck,93.69608986888376,2.0,143.15369349116082,218.70894646344823
ROUTE_00078,2026-05-24 04:39:00,Warehouse_A,Warehouse_C,stormy,low,electric,13.515134949420391,8.0,241.49556035922757,387.83015173518254
ROUTE_00079,20/05/2026 06:28,Metro_Hub_East,Warehouse_A,sunny,low,truck,46.22355878259135,,102.45174364415752,130.79500790985918
ROUTE_00080,2026-02-21 16:42:00,Warehouse_B,Warehouse_C,sunny,medium,truck,18.324941845389915,21.0,218.45238354937567,230.77566123436324
ROUTE_00081,05/05/2026 13:19,Metro_Hub_West,Metro_Hub_East,snowy,jam,electric,104.25689397569326,4.0,30.426443691036205,95.5779519427448
ROUTE_00082,30/04/2026 11:07,Warehouse_C,Warehouse_B,,medium,truck,76.67928458516916,10.0,265.3069476424714,339.6414698547069
ROUTE_00083,2026-04-26 01:29:00,Warehouse_A,Distribution_Center_North,stormy,medium,van,43.053272858054655,21.0,38.202486587704875,73.64930457083076
ROUTE_00084,04/05/2026 01:05,Metro_Hub_West,Distribution_Center_South,snowy,low,truck,12.309210282892717,20.0,222.44351378589772,320.94800224155586
ROUTE_00085,15/04/2026 11:53,Warehouse_B,Metro_Hub_West,snowy,high,truck,40.762966997301156,16.0,42.48971110054665,95.54007439433715
ROUTE_00086,10/02/2026 10:47,Metro_Hub_West,Warehouse_A,snowy,high,truck,42.39608203307591,8.0,101.88633883638093,237.91751790357225
ROUTE_00087,24/02/2026 20:59,Warehouse_A,Warehouse_C,snowy,medium,truck,88.90471050887737,4.0,164.24464896026933,354.9804817598789
ROUTE_00088,2026/01/22 15:47:00,Distribution_Center_North,Metro_Hub_East,stormy,medium,truck,78.31910920584951,10.0,143.3834450440243,335.3554307986908
ROUTE_00089,07/05/2026 14:04,Warehouse_C,Distribution_Center_South,stormy,medium,van,107.02946539627756,,81.79575094227286,203.00885527859708
ROUTE_00090,2026-01-07 06:40:00,Distribution_Center_North,Warehouse_C,rainy,,truck,,14.0,120.13002616149409,141.8357118583416
ROUTE_00091,2026-01-21 02:44:00,Metro_Hub_East,Warehouse_B,rainy,medium,van,18.753338282904696,16.0,226.4807199164611,287.1445039235237
ROUTE_00092,2026/04/12 21:26:00,Metro_Hub_West,Warehouse_B,rainy,high,electric,87.02315053064443,22.0,210.69941499650503,344.5335469894754
ROUTE_00093,31/01/2026 21:10,Warehouse_C,Warehouse_B,stormy,jam,van,92.4902805909432,18.0,49.38993761625724,166.7654668636721
ROUTE_00094,2026/04/13 03:46:00,Warehouse_B,Metro_Hub_East,stormy,jam,truck,69.54687772049206,21.0,231.7752729046793,829.0179603322116
ROUTE_00095,2026/05/15 07:36:00,Warehouse_C,Distribution_Center_North,sunny,,van,93.66122569477452,22.0,44.32238792319765,42.5291854899399
ROUTE_00096,21/04/2026 23:56,Warehouse_C,Metro_Hub_West,snowy,low,electric,61.786493581904935,21.0,176.5901250569418,235.9038013471208
ROUTE_00097,2026/02/15 07:04:00,Warehouse_B,Metro_Hub_West,rainy,medium,truck,65.1142753789293,12.0,100.21694197139148,155.94926768479954
ROUTE_00098,05/02/2026 13:19,Metro_Hub_East,Warehouse_C,snowy,medium,truck,,18.0,188.67633444115108,304.65582285902855
ROUTE_00099,2026-05-27 04:40:00,Warehouse_C,Metro_Hub_East,stormy,jam,truck,7.923199575570947,7.0,100.5586669040435,
ROUTE_00100,02/02/2026 16:31,Metro_Hub_East,Warehouse_A,sunny,jam,electric,17.40751410423001,,295.9386517989744,533.2525273892577
ROUTE_00101,2026-05-22 21:28:00,Metro_Hub_East,Metro_Hub_West,stormy,jam,truck,8.61435635397444,24.0,113.6266096064336,349.83593044123046
ROUTE_00102,27/04/2026 11:25,Metro_Hub_East,Metro_Hub_West,snowy,low,electric,78.18719729533474,23.0,95.32937163211392,121.41160889138256
ROUTE_00103,2026/01/25 04:17:00,Warehouse_A,Distribution_Center_North,snowy,low,electric,41.15093782377757,7.0,105.18562854714342,152.54727426840105
ROUTE_00104,2026/05/27 19:29:00,Distribution_Center_South,Metro_Hub_East,rainy,medium,van,63.48562948394082,9.0,272.0476714600097,389.1848699125508
ROUTE_00105,2026/02/06 18:29:00,Metro_Hub_East,Distribution_Center_South,sunny,jam,truck,109.3701445015007,1.0,201.77908374072308,485.13505012876436
ROUTE_00106,2026-04-06 06:11:00,Warehouse_B,Warehouse_C,sunny,,van,33.66860635212062,-1.0,227.28470630360965,264.5634589225315
ROUTE_00107,2026/03/22 12:38:00,Distribution_Center_South,Metro_Hub_East,snowy,high,van,52.19403614909742,6.0,277.8628377254746,614.5646644324786
ROUTE_00108,2026/01/15 08:50:00,Metro_Hub_East,Warehouse_B,stormy,jam,electric,91.8883809324506,22.0,276.205570908152,841.6837853886514
ROUTE_00109,2026-02-18 17:48:00,Warehouse_B,Distribution_Center_South,sunny,high,truck,31.311789031536584,12.0,229.51537857625644,342.36778887923515
ROUTE_00110,27/02/2026 22:15,Warehouse_B,Metro_Hub_East,snowy,low,electric,13.852689630311193,22.0,83.41259578715719,99.80835831871467
ROUTE_00111,29/03/2026 16:08,Distribution_Center_North,Warehouse_C,snowy,low,van,38.321417085083326,12.0,257.7107965822515,359.25900389280247
ROUTE_00112,03/05/2026 11:04,Distribution_Center_North,Warehouse_B,snowy,jam,truck,23.54044803421051,10.0,85.0195292315872,258.0730288563453
ROUTE_00113,2026-03-23 00:11:00,Warehouse_C,Distribution_Center_South,rainy,low,electric,111.9152300193959,23.0,230.58267980657664,251.64602815705325
ROUTE_00114,2026/01/18 01:07:00,Metro_Hub_East,Warehouse_A,sunny,low,truck,97.93384364990796,6.0,215.11282796711606,271.46470368368915
ROUTE_00115,2026-03-27 10:28:00,Metro_Hub_East,Warehouse_A,stormy,,electric,77.8414319986987,,234.8999895379206,455.97428570527074
ROUTE_00116,2026-01-01 22:52:00,Distribution_Center_South,Warehouse_A,sunny,medium,electric,105.21796787158753,19.0,173.82513379273024,187.05623581084492
ROUTE_00117,2026/04/22 22:30:00,Warehouse_B,Warehouse_C,sunny,low,van,97.42228884339816,18.0,202.4560692072893,206.9121811637225
ROUTE_00118,2026-04-21 05:38:00,Metro_Hub_East,Distribution_Center_South,snowy,high,van,26.45555677189412,6.0,287.3964217172489,581.654504647539
ROUTE_00119,30/01/2026 14:06,Warehouse_C,Warehouse_B,stormy,high,electric,107.64428482634744,24.0,57.29392042703802,
ROUTE_00120,2026/03/18 18:15:00,Metro_Hub_West,Warehouse_A,sunny,low,electric,67.02435782029983,19.0,113.3887641910374,107.31706054300973
ROUTE_00121,20/02/2026 14:25,Metro_Hub_West,Distribution_Center_South,rainy,medium,van,97.8556178438672,10.0,195.06639353656325,308.51808563556585
ROUTE_00122,2026-02-11 19:20:00,Metro_Hub_West,Distribution_Center_North,sunny,,electric,108.05049949120172,24.0,290.2946151355021,286.78423839342366
ROUTE_00123,2026-02-27 19:15:00,Warehouse_A,Warehouse_B,snowy,low,electric,41.570399621764345,8.0,55.805100868902315,84.39738693805155
ROUTE_00124,2026-02-15 07:05:00,Warehouse_B,Distribution_Center_North,sunny,high,truck,17.655971320682827,21.0,36.08828981312334,47.0515075121585
ROUTE_00125,26/01/2026 13:21,Metro_Hub_West,Distribution_Center_South,sunny,jam,truck,31.212543692323294,24.0,45.05239158698856,78.52211541798319
ROUTE_00126,2026/04/14 22:20:00,Warehouse_A,Warehouse_C,snowy,jam,truck,54.11739569201948,6.0,44.14953534452368,
ROUTE_00127,2026/01/18 17:37:00,Metro_Hub_West,Warehouse_B,stormy,jam,electric,99.07169808108671,21.0,275.11028159989917,883.9123387059365
ROUTE_00128,03/04/2026 02:48,Warehouse_C,Distribution_Center_North,rainy,low,electric,103.9840170744795,7.0,224.73963514213267,292.2244513538872
ROUTE_00129,2026-05-01 09:14:00,Distribution_Center_North,Metro_Hub_West,rainy,jam,electric,5.799495011086931,,212.81871887299513,474.25944153777
ROUTE_00130,03/05/2026 08:23,Warehouse_C,Warehouse_B,rainy,jam,van,63.73593979642006,1.0,171.09466147068858,453.5934519176446
ROUTE_00131,2026-05-18 05:46:00,Warehouse_A,Distribution_Center_North,snowy,high,electric,53.00226536210958,18.0,241.12720658248102,461.80347021053535
ROUTE_00132,2026-04-06 01:12:00,Warehouse_B,Warehouse_A,snowy,jam,truck,30.542398204133978,24.0,72.02495804562952,194.32822191489703
ROUTE_00133,11/01/2026 10:57,Distribution_Center_South,Warehouse_A,sunny,medium,electric,18.78451724337352,20.0,135.8241212428781,121.71492324387691
ROUTE_00134,25/02/2026 18:19,Metro_Hub_East,Warehouse_B,snowy,high,van,43.825744711417215,12.0,162.30114770637275,344.6084046019081
ROUTE_00135,10/04/2026 14:50,Warehouse_C,Metro_Hub_East,sunny,jam,van,113.4346159499397,16.0,59.81056437271609,122.79761317939337
ROUTE_00136,2026/05/02 03:32:00,Warehouse_B,Metro_Hub_West,stormy,high,van,42.16833718238685,10.0,143.26870152112957,357.68020567011206
ROUTE_00137,28/02/2026 21:32,Metro_Hub_East,Warehouse_B,rainy,medium,truck,64.66092150048709,10.0,115.45548040090749,179.49226170042073
ROUTE_00138,02/03/2026 21:40,Distribution_Center_North,Warehouse_A,rainy,jam,truck,85.84718027294545,14.0,39.60717936423491,102.5486142115954
ROUTE_00139,2026/03/22 07:19:00,Distribution_Center_North,Metro_Hub_East,snowy,high,electric,,20.0,66.91855873689352,112.2892251315109
ROUTE_00140,2026/05/10 11:01:00,Metro_Hub_East,Warehouse_C,sunny,low,electric,116.75493951291048,10.0,236.2899422552174,237.5038307819444
ROUTE_00141,2026-04-14 14:48:00,Distribution_Center_North,Warehouse_A,sunny,jam,electric,115.68143891834279,10.0,34.870235566254,73.42633645984422
ROUTE_00142,2026-04-16 22:48:00,Warehouse_B,Distribution_Center_North,sunny,low,van,33.95496401991688,11.0,282.2483907560175,289.4930081667715
ROUTE_00143,2026-05-25 12:40:00,Warehouse_C,Metro_Hub_West,rainy,high,electric,62.18357817762433,23.0,53.3346507607541,77.65148647396641
ROUTE_00144,2026-04-08 06:50:00,Warehouse_B,Metro_Hub_West,stormy,jam,van,39.60100562892851,2.0,245.7942854349337,887.7068241658656
ROUTE_00145,2026/03/12 12:55:00,Warehouse_B,Distribution_Center_South,snowy,medium,van,37.75665685340878,20.0,272.6264660547371,424.5502649892802
ROUTE_00146,2026/03/17 12:39:00,Metro_Hub_East,Distribution_Center_South,sunny,,electric,9.241998945771272,8.0,284.1066079096207,259.3791228563046
ROUTE_00147,2026/02/05 10:05:00,Distribution_Center_South,Warehouse_A,rainy,jam,truck,75.09989840768813,23.0,264.2187963439126,617.9843165441188
ROUTE_00148,14/02/2026 16:28,Distribution_Center_South,Warehouse_C,stormy,medium,truck,62.80808767131907,7.0,107.63851064486967,265.80821229714553
ROUTE_00149,2026/02/25 04:48:00,Warehouse_C,Distribution_Center_North,,jam,truck,10.920056393748776,999.0,119.9335254613888,
ROUTE_00150,2026/03/29 09:27:00,Metro_Hub_East,Warehouse_C,snowy,medium,truck,37.04434338721032,1.0,145.16733862472051,288.32872714917244
ROUTE_00151,2026-05-05 01:57:00,Distribution_Center_South,Warehouse_B,rainy,low,electric,109.45057688616518,21.0,67.61010613991722,80.78498097398804
ROUTE_00152,2026/01/17 02:37:00,Distribution_Center_North,Warehouse_B,rainy,high,van,32.54961742670183,2.0,36.013562868150444,63.994324820517484
ROUTE_00153,2026-02-24 00:30:00,Distribution_Center_South,Metro_Hub_West,snowy,low,van,21.662910290490657,18.0,264.66283585587934,345.55790266855973
ROUTE_00154,2026-01-31 11:08:00,Distribution_Center_North,Distribution_Center_South,stormy,jam,van,61.287067431919745,15.0,179.61475337682322,610.4247877996121
ROUTE_00155,2026/02/26 00:09:00,Warehouse_C,Metro_Hub_West,snowy,low,truck,118.34980222271908,1.0,194.3551943881184,385.7137990687792
ROUTE_00156,2026/05/10 14:37:00,Warehouse_B,Distribution_Center_South,stormy,jam,van,32.83635622382255,5.0,280.28688820080475,976.3263610162475
ROUTE_00157,2026-01-11 11:23:00,Warehouse_B,Metro_Hub_West,stormy,high,truck,,2.0,209.58244809067622,582.6044039559072
ROUTE_00158,06/04/2026 03:22,Distribution_Center_South,Warehouse_C,snowy,low,truck,92.58625576280252,20.0,216.53044617174962,365.7855929005022
ROUTE_00159,06/05/2026 21:05,Distribution_Center_North,Warehouse_B,sunny,low,van,32.32831755912596,3.0,242.4815350779204,255.45834998364626
ROUTE_00160,2026/05/24 09:46:00,Warehouse_A,Metro_Hub_West,snowy,jam,electric,88.74488009036385,19.0,61.41408146149902,162.8033217027946
ROUTE_00161,2026-04-11 00:02:00,Metro_Hub_West,Distribution_Center_South,snowy,high,truck,47.295060262714124,18.0,127.24378136772371,273.00356414459884
ROUTE_00162,2026-01-10 17:46:00,Warehouse_A,Metro_Hub_West,snowy,medium,truck,77.71517051826164,22.0,291.4161404799089,527.8667782869358
ROUTE_00163,2026/01/02 18:43:00,Metro_Hub_West,Distribution_Center_South,sunny,jam,truck,77.8559167375029,18.0,279.19112108716376,597.5767021167082
ROUTE_00164,2026-03-11 21:33:00,Warehouse_A,Distribution_Center_North,rainy,high,electric,66.61408866859722,14.0,268.70033000374985,407.6041316051287
ROUTE_00165,2026-01-22 06:49:00,Warehouse_B,Warehouse_C,rainy,medium,electric,15.383323556256954,24.0,152.06389779152255,159.40425597288979
ROUTE_00166,2026-01-31 16:13:00,Metro_Hub_East,Metro_Hub_West,,jam,truck,101.05978699276237,8.0,261.4420974684375,629.5694507181323
ROUTE_00167,17/04/2026 08:58,Warehouse_B,Metro_Hub_East,snowy,high,truck,41.889707471749624,12.0,43.06688812535671,100.39752440186805
ROUTE_00168,2026-05-07 16:12:00,Metro_Hub_West,Warehouse_B,sunny,low,electric,26.449628695983236,21.0,70.09970454942172,58.09343977358597
ROUTE_00169,2026-01-28 07:56:00,Metro_Hub_East,Distribution_Center_North,rainy,low,truck,9.68914127879785,10.0,141.7712785906946,186.40839428613182
ROUTE_00170,2026/01/31 19:17:00,Distribution_Center_North,Warehouse_C,rainy,high,van,72.95268846664781,23.0,160.51585800417413,246.26827779718528
ROUTE_00171,2026/03/28 03:40:00,Distribution_Center_South,Metro_Hub_West,stormy,jam,truck,82.91990161186247,20.0,101.14693145063136,365.007421924939
ROUTE_00172,2026/02/04 02:05:00,Warehouse_A,Metro_Hub_West,snowy,jam,electric,6.907600326703458,17.0,126.24870112890261,304.39939674654795
ROUTE_00173,2026-05-03 03:47:00,Distribution_Center_North,Warehouse_C,rainy,medium,electric,,11.0,73.94954727684956,93.20358720586098
ROUTE_00174,2026/04/09 03:51:00,Distribution_Center_North,Warehouse_B,snowy,jam,van,31.047014147762866,2.0,162.06618856329493,493.07632291026806
ROUTE_00175,2026-01-14 03:55:00,Distribution_Center_South,Warehouse_B,rainy,high,truck,79.19487089708673,4.0,244.33768907432255,495.76837341381867
ROUTE_00176,2026-03-02 20:18:00,Distribution_Center_North,Metro_Hub_West,snowy,low,truck,25.052139335574015,1.0,208.56730628855254,360.5669202877193
ROUTE_00177,07/05/2026 04:26,Distribution_Center_South,Warehouse_A,stormy,low,van,84.45783988178358,15.0,59.10390678869614,111.91640005320613
ROUTE_00178,26/05/2026 12:01,Warehouse_C,Metro_Hub_West,rainy,jam,electric,49.4745648245618,13.0,161.64703291711334,347.18857243055146
ROUTE_00179,2026/05/27 17:34:00,Distribution_Center_South,Metro_Hub_East,,high,electric,112.72394870472446,8.0,218.36452335052573,348.91449912870974
ROUTE_00180,2026/02/22 20:01:00,Metro_Hub_West,Distribution_Center_North,,jam,electric,20.81490857678922,4.0,173.07173006956413,311.4815174720078
ROUTE_00181,2026/01/07 10:26:00,Warehouse_A,Metro_Hub_East,rainy,medium,electric,44.222630370779726,10.0,135.75241106459822,177.735854322441
ROUTE_00182,2026-01-04 11:48:00,Metro_Hub_East,Warehouse_A,stormy,jam,van,18.049454942667744,19.0,197.9168937466471,597.0483997506443
ROUTE_00183,2026/03/30 05:13:00,Metro_Hub_East,Warehouse_B,rainy,jam,electric,111.33976610203472,18.0,291.5324396310744,673.0297310104704
